movie_id,actor_id,character,cast_order
146227,652,The Man (voice),3
146227,27422,Distinguished man,4
49047,18277,Dr. Ryan Stone,0
49047,1461,Matt Kowalski,1
49047,228,Mission Control (voice),2
49047,1223440,Aningaaq (voice),3
49047,58587,Shariff (voice),4
207768,1154842,Katie,0
207768,97430,Ivan,1
207768,586060,Georgy,2
207768,1202317,Nicolay,3
207768,40672,Ana,4
212716,10980,Wallace,0
212716,35028,Chantry,1
212716,28847,Ben,2
212716,55615,Dalia,3
212716,1023139,Allan,4
146233,6968,Keller Dover,0
146233,131,Detective Loki,1
146233,17142,Alex Jones,2
146233,49,Grace Dover,3
146233,6832,Holly Jones,4
164457,3894,Russell Baze,0
164457,8691,Lena Taylor,1
164457,57755,Harlan DeGroat,2
164457,9880,Gerald 'Red' Baze,3
164457,5293,John Petty,4
133369,180942,Aaron,0
133369,268743,Jim,1
133369,1105218,Himself,2
133369,1105219,Jim's Friend,3
133369,1105220,Himself,4
156711,41292,Jane Hayes,0
156711,30710,Mr. Henry Nobley,1
156711,105584,Martin,2
156711,38334,Miss Elizabeth Charming,3
156711,9145,Colonel Andrews,4
91586,17178,Josh Lambert,0
91586,9827,Renai Lambert,1
91586,17181,Dalton Lambert,2
91586,7401,Elise Rainier,3
91586,10767,Lorraine Lambert,4
96721,3872,Niki Lauda,0
96721,74568,James Hunt,1
96721,59315,Suzy Miller,2
96721,5644,Marlene Lauda,3
96721,58502,Gemma,4
112205,380,Fred Blake / Giovanni Manzoni,0
112205,1160,Maggie Blake,1
112205,141687,Belle Blake,2
112205,1056523,Warren Blake,3
112205,2176,Robert Stansfield,4
169813,60073,Grace Howard,0
169813,17487,Mason,1
169813,481337,Jayden Cole,2
169813,17838,Nate,3
169813,1200864,Marcus,4
129139,119592,Brandy Klark,0
129139,27104,Cameron Mitchell,1
129139,19278,Willy Mclean,2
129139,61178,Fiona Forster,3
129139,25908,Wendy Summers,4
136911,3036,Mike Fletcher,0
136911,53828,Kelsey Walker,1
136911,52404,Abby Fletcher,2
136911,424,Gary Gemeaux,3
136911,47953,Shelley,4
19458,77948,Carter Mason,0
19458,85138,Rosalinda / Rosie Gonzales,1
19458,78324,Chelsea Barnes,2
19458,85139,Ed,3
19458,85140,Bull,4
109417,142636,Jason Blake,0
109417,15760,Franklyn,1
109417,31136,Rooster,2
109417,10964,Dante,3
109417,1046143,Stacy,4
156708,17696,Rachel,0
156708,36594,McKenna,1
156708,144009,Jeff,2
156708,43775,Lenore,3
156708,174514,Amanda,4
129670,6905,Woody Grant,0
129670,62831,David Grant,1
129670,59410,Ross Grant,2
129670,35515,Kate Grant,3
129670,825,Ed Pegram,4
209263,15886,Eva,0
209263,2229,Marianne,1
209263,4691,Albert,2
209263,3051,Sarah,3
209263,170820,Will,4
138697,24045,"Jon Martello, Jr.",0
138697,1245,Barbara Sugarman,1
138697,1231,Esther,2
138697,18298,"Jon Martello, Sr.",3
138697,21104,Angela Martello,4
133931,61959,Kai (voice),0
133931,2231,Tendai (voice),1
133931,17140,Zoe (voice),2
133931,1749,Sekhuru (voice),3
133931,4785,Ajax (voice),4
157820,17497,Colin,0
157820,2405,Chloë,1
157820,51100,Chick,2
157820,78423,Nicolas,3
157820,132429,Alise,4
193613,122889,Trip,0
193613,37698,Tall Man,1
193613,57637,Himself,2
193613,69230,Himself,3
193613,69231,Himself,4
157409,39995,Jamie,0
157409,12930,Crystal Fairy,1
157409,1138744,Champa,2
157409,1138745,Lel,3
157409,941301,Pilo,4
172828,77089,Duncan,0
172828,94098,Sarah,1
172828,53,Highsmith,2
172828,17401,Roger,3
172828,9657,Phil,4
158445,227638,Lee Yong-gu,0
158445,1156197,Ye-sung,1
158445,1293642,Ye-seung (young),2
158445,96484,Jang Min-hwan,3
158445,77188,So Yang-ho,4
146238,880,Ivan Block,0
146238,59620,Rebecca Shafran,1
146238,12111,Richie Furst,2
146238,53650,Shavers,3
146238,82167,Professor Hornstein,4
152584,586757,Adèle,0
152584,121529,Emma,1
152584,38865,Samir,2
152584,15482,Père Adèle,3
152584,1029292,Mère Adèle,4
167032,1370,Chucky (Voice),0
167032,43458,Ian,1
167032,78398,Father Frank,2
167032,154839,Barb,3
167032,204468,Nica,4
209262,29222,Jim Carrico,0
209262,879,Forrest Sorrels,1
209262,17402,James Hosty,2
209262,11824,Roy Kellerman,3
209262,13242,Abraham Zapruder,4
109451,19278,Flint Lockwood (voice),0
109451,1772,Sam Sparks (voice),1
109451,3085,Tim Lockwood (voice),2
109451,62831,Chester V (voice),3
109451,62861,Baby Brent (voice),4
109424,31,Captain Richard Phillips,0
109424,2229,Andrea Phillips,1
109424,94864,SEAL Commander,2
109424,15824,John Cronan,3
109424,75604,Captain Frank Castellano,4
198287,19655,Eric Zimit,0
198287,103994,Petra,1
198287,55899,James,2
198287,10991,Georgina,3
198287,57675,Chips,4
106747,11160,Machete Cortez,0
106747,2461,Luther Voz,1
106747,55085,Blanca Vasquez / Miss San Antonio,2
106747,17647,Luz,3
106747,63522,Desdemona,4
85889,5530,Bruce Robertson,0
85889,478,Ray Lennox,1
85889,1665,Clifford Blades,2
85889,17606,Amanda Drummond,3
85889,130977,Mary,4
91745,230680,Romeo Montague,0
91745,130640,Juliet Capulet,1
91745,116263,Mercutio,2
91745,20186,Lord Capulet,3
91745,11317,Lady Capulet,4
175528,52851,Montana Moore,0
175528,11702,Sam,1
175528,938,Quinton,2
175528,17637,Langston,3
175528,37936,Taylor,4
115210,90440,Stitches,0
115210,446476,Tom,1
115210,969460,Kate,2
115210,63371,The Motley,3
107846,16483,Ray Breslin,0
107846,1100,Emil Rottmayer,1
107846,8767,Willard Hobbes,2
107846,980,Drake,3
107846,62644,Hush,4
139651,1111147,le président de la République,0
139651,20080,Hortense,1
139651,23388,David Azoulay,2
139651,73394,Nicolas Bauvois,3
139651,931399,Jean-Marc Luchet,4
38093,15758,Leslie Wright,0
38093,4238,Scott McKnight,1
38093,52851,Morgan Alexander,2
38093,25544,Lloyd Wright,3
38093,119598,Ella McKnight,4
133805,56734,Carrie White,0
133805,1231,Margaret White,1
133805,20750,Miss Desjardin,2
133805,558466,Billy Nolan,4
133805,117669,Chris Hargensen,5
162903,71580,Julian Assange,0
162903,3872,Daniel Domscheit-Berg,1
162903,53650,Sam Coulson,2
162903,11207,Nick Davies,3
162903,227454,Anke Domscheit-Berg,4
109091,17288,The Counselor,0
109091,6941,Malkina,1
109091,3810,Reiner,2
109091,5725,Banker,3
109091,955,Laura,4
191502,74093,Himself,0
191502,1040862,Himself,1
191502,109616,Herself,2
191502,1243,Himself,3
191502,6941,Herself,4
146015,44735,Simon James / James Simon,0
146015,76070,Hannah,1
146015,12900,Mr. Papadopoulos,2
146015,81571,Melanie Papadopoulos,3
146015,1284,Harris,4
76203,5294,Solomon Northup,0
76203,17288,Edwin Epps,1
76203,1267329,Patsey,2
76203,71580,William Ford,3
76203,17142,John Tibeats,4
209406,133212,Leo Palamino,0
209406,11514,Tess,1
209406,39125,Neil,2
209406,221840,Colette,3
209406,93031,Danny,4
157370,10980,Allen Ginsberg,0
157370,122889,Lucien Carr,1
157370,550843,Edie Parker,2
157370,53820,David Kammerer,3
157370,11107,William Burroughs,4
152747,4135,Our Man,0
80274,77996,Ender Wiggin,0
80274,3,Colonel Hyrum Graff,1
80274,130640,Petra Arkanian,2
80274,17140,Valentine Wiggin,3
80274,2282,Mazer Rackham,4
200481,1554785,,1
190847,23626,Vincent Campbell,0
190847,6979,Rebecca Lane,1
190847,13550,Charles Brunel,2
190847,11616,Kim Aldrich,3
190847,32300,Robert Irwin,4
208134,9656,Irving Zisman,0
208134,1148130,Billy,1
208134,95789,Kimmy,2
208134,5953,Gloria,3
208134,2229,Ellie,4
76338,74568,Thor,0
76338,524,Jane Foster,1
76338,91606,Loki,2
76338,4173,Odin,3
76338,2040,Malekith,4
152532,10297,Ron Woodroof,0
152532,9278,Dr. Eve Saks,1
152532,7499,Rayon,2
152532,81681,Dr. Sevard,3
152532,18324,Tucker,4
97434,5472,Harry Deane,0
97434,14011,The Major,1
97434,4566,Lionel Shahbandar,2
97434,2283,Martin Zaidenweber,3
97434,6941,PJ Puznowski,4
73500,176653,Bryan Lighthouse,0
73500,77088,Masha Nikitin,1
73500,60949,Ernesto,2
73500,8211,Tonya,3
73500,13445,Lani,4
194101,1169852,Arbor,0
194101,1169853,Swifty,1
194101,77292,Kitten,2
194101,78329,Mary,3
194101,11285,Mick Brazil,4
15709,37627,Hugo Marciac,0
15709,1957,Ariane Marciac,1
15709,74110,Maurice,2
15709,35210,Adolphe Nicart,3
15709,24475,Lise,4
187022,15170,Dahai,0
187022,71051,Zhou San,1
187022,24044,Xiao Yu,2
187022,1186922,Xiao Hui,3
187022,107775,Xiao Yu's lover,4
162215,36592,Daisy Ryback,0
162215,146750,Eddie,1
162215,1136406,Isaac,2
162215,1198488,Piper,3
162215,10731,Aunt Penn,4
72890,41091,Imogene,0
72890,516,Zelda,1
72890,2876,George,2
72890,228721,Lee,3
72890,186311,Ralph,4
172803,8167,Nolan Hayes,0
172803,589162,Abigail,1
172803,84760,Lobo,2
172803,120253,Doctor,3
172803,990136,Glenn,4
123377,1294946,Mi-sun,0
123377,64497,Gang-Do,1
123377,1162595,Hun-cheol,2
123377,1680744,Myeong-ja,3
123377,1418582,Man who committed suicide,4
121674,225692,Philip 'Pip' Pirrip,0
121674,1283,Miss Havisham,1
121674,5469,Abel Magwitch,2
121674,302165,Estella Havisham,3
121674,1923,Mr. Jaggers,4
175574,887,Reggie (voice),0
175574,57755,Jake (voice),1
175574,56322,Jenny (voice),2
175574,1752,S.T.E.V.E. (voice),3
175574,17782,Myles Standish (voice),4
80188,785,Larry Childs,0
80188,12547,Mary Donovan,1
80188,81703,Teresa Ames,2
80188,32029,Terry Donovan,3
80188,171271,Erin,4
137093,380,Paddy,0
137093,192,Archie,1
137093,3392,Billy,2
137093,8945,Sam,3
137093,2453,Diana,4
78294,113971,Jo,0
78294,97505,Max,1
78294,56098,Dave,2
78294,583600,Gwen,3
78294,227418,Alligator,4
123362,28514,David,0
123362,18818,Berkano,1
123362,9128,Dr. Holzmann,2
123362,72673,Anaïs,3
123362,92659,Adán Martel joven,4
205220,5309,Philomena,0
205220,4581,Martin Sixsmith,1
205220,1151957,Young Philomena,2
205220,51544,Mary,3
205220,8926,Sister Hildegarde,4
203833,118,Hans Hubermann,0
203833,1008607,Liesel Meminger,1
203833,1639,Rosa Hubermann,2
203833,1153024,Rudy Steiner,3
203833,224167,Max Vandenburg,4
146304,18288,Quentin,0
146304,6195,Julian Murch,1
146304,9779,Lance Sullivan,2
146304,5411,Robyn,3
146304,17637,Harper Stewart,4
209274,1192772,Anna / Ida,0
209274,566101,Aunt Wanda,1
209274,1277198,Musician,2
209274,908548,Singer,3
209274,1190325,Feliks Skiba,4
41498,65510,Monkey D. Luffy,0
41498,84507,Zoro Roronoa,1
41498,84505,Sanji,2
41498,560354,Brook,3
41498,90133,Nami,4
101299,72129,Katniss Everdeen,0
101299,27972,Peeta Mellark,1
101299,96066,Gale Hawthorne,2
101299,57755,Haymitch Abernathy,3
101299,9281,Effie Trinket,4
57158,7060,Bilbo Baggins,0
57158,1327,Gandalf,1
57158,30315,Thorin Oakenshield,2
57158,25136,Balin,3
57158,95047,Dwalin,4
64686,6384,Kai,0
64686,9195,Kuranosuke Ôishi,1
64686,58593,Mika,2
64686,13275,Lord Kira,3
64686,136191,Lord Asano,4
169219,139834,Denise Evers,0
169219,984422,Sgt. Smirnoff,1
169219,1085178,Jensen Day,2
169219,1156625,Holly King,3
169219,1156626,JP Hauser Jr.,4
146239,4937,David,0
146239,71189,Emma,1
146239,73457,Brett,2
146239,52018,Kristen,3
146239,1007683,Josh,4
41602,10959,Charlie Countryman,0
41602,38940,Gabi Ibanescu,1
41602,1019,Nigel,2
41602,1844,Darko,3
41602,10989,Carl,4
204435,78749,Krishna / Krrish / Rohit,0
204435,77234,Priya Mehra,1
204435,35756,Kripal Sharma,2
204435,85470,Kaya,3
204435,85668,Kaal,4
200462,62001,Lilith,0
200462,1072141,Gretel Grimm,1
200462,134453,Hansel Grimm,2
200462,945542,John,3
200462,1044567,Jane,4
121642,955,Gemma,0
121642,46593,Diego,1
121642,1049409,Gojco,2
121642,1118107,Pietro,3
121642,141974,Aska,4
40466,99930,Brady Turner,0
40466,124794,Claire,1
40466,124795,Duncan McKay,2
40466,1760116,Kit,3
40466,1195590,Annabelle,4
109445,40462,Anna (voice),0
109445,19394,Elsa (voice),1
109445,221611,Kristoff (voice),2
109445,54415,Olaf (voice),3
109445,1188241,Hans (voice),4
200713,14606,Bob Nolan,0
200713,81821,Ariane Felder,1
200713,78421,Maître Trolos,2
200713,113603,Juge de Bernard,3
200713,66032,Dr Toulate,4
201749,3895,Matthew Morgan,0
201749,11291,Pauline Laubie,1
201749,12214,Karen Morgan,2
201749,20301,Miles Morgan,3
201749,13724,Joan Morgan,4
86829,25072,Llewyn Davis,0
86829,36662,Jean Berkey,1
86829,12111,Jim Berkey,2
86829,60796,Mel,3
86829,11902,Lillian,4
106646,6193,Jordan Belfort,0
106646,21007,Donnie Azoff,1
106646,234352,Naomi Lapaglia,2
106646,3497,Agent Patrick Denham,3
106646,3026,Max Belfort,4
204082,976,Phil Broker,0
204082,17051,Gator,1
204082,1109976,Maddy Broker,2
204082,1920,Sheryl Mott,3
204082,58168,Susan Hatch,4
192136,17605,Nelson Mandela,0
192136,2038,Winnie Madikizela,1
192136,2606,Walter Sisulu,2
192136,996636,Ahmed Kathrada,3
192136,2607,Govan Mbeki,4
152737,5064,Violet Weston,0
152737,1204,Barbara Weston,1
152737,2955,Charles Aiken,2
152737,3061,Bill Fordham,3
152737,452,Mattie Fae Aiken,4
134366,141774,Officer,0
134366,82264,Tessa Hamill,1
134366,1064313,Vlogger,2
134366,144852,Alex Wright,3
134366,1098660,Jared Lee,4
75629,40325,Rei Ayanami,0
75629,9711,Makinami Mari Illustrious,1
75629,77927,Shinji Ikari,2
75629,84508,Shigeru Aoba,3
75629,83768,Asuka Langley Shikinami,4
214597,186002,Charley Brewster,0
214597,33396,Peter Vincent,1
214597,130461,Amy Peterson,2
214597,1199294,'Evil' Ed Bates,3
214597,1223059,Gerri Dandridge,4
158916,228,Sheriff Jackson,0
158916,31717,Sara,1
158916,11355,Prophet Josiah,2
158916,17093,Miguel,3
158916,1035389,Daniel,4
16985,134247,Annie Woods,0
16985,134248,Izzy Woods,1
16985,20379,Richard,2
16985,88072,Tiffany,3
16985,98272,Ashley,4
168672,3894,Irving Rosenfeld,0
168672,51329,Richie DiMaso,1
168672,9273,Sydney Prosser,2
168672,17604,Carmine Polito,3
168672,72129,Rosalyn Rosenfeld,4
116745,7399,Walter Mitty,0
116745,41091,Cheryl Melhoff,1
116745,10872,Todd Maher,2
116745,4090,Edna Mitty,3
116745,36801,Ted Hendricks,4
152601,73421,Theodore,0
152601,1245,Samantha (voice),1
152601,108916,Catherine,2
152601,9273,Amy,3
152601,59315,Blind Date,4
184314,1167459,Isabelle,0
184314,19888,Sylvie,1
184314,44079,Alice,2
184314,9005,Patrick,3
184314,6019,Véro,4
177203,227,Richard Feynman,0
177203,21089,General Kutyna,1
177203,12656,Gweneth Feynman,2
177203,6197,Rogers,3
177203,2449,Mulloy,4
172897,11702,Man,0
172897,40462,Bobbi,1
172897,35028,Reggie,2
172897,6859,Tyler,3
172897,41421,Sam,4
215830,82191,John,0
215830,79505,Nathan,1
215830,3491,Lukas,2
215830,990300,Sharon,3
215830,78429,Brown Eyes,4
176297,74442,Kelly Povell,0
176297,22810,Patrick Goad,1
176297,129053,Herself,2
176297,53240,Riq,3
176297,211521,Marky,4
193756,13240,Marcus Luttrell,0
193756,60900,Mike Murphy,1
193756,46593,Danny Dietz,2
193756,11107,Matt 'Axe' Axelson,3
193756,123102,Shah,4
115023,104243,Carl Friedrich Gauß,0
115023,1111158,Alexander von Humboldt,1
115023,1080195,Johanna Gauss,2
115023,10257,Mrs. Gauß,3
115023,5847,Eugen Gauß,4
210024,11180,William Hartnell,0
210024,1151410,Verity Lambert,1
210024,1248,Sydney Newman,2
210024,34551,Patrick Troughton,3
210024,72305,Heather Hartnell,4
140823,7056,P.L. Travers,0
140823,31,Walt Disney,1
140823,13242,Ralph,2
140823,72466,Travers Robert Goff,3
140823,47720,Margaret Goff,4
241765,12261,Detective Klein,0
241765,51799,Lex,1
241765,3085,Schuuster,2
241765,21596,Margo,3
241765,114602,Samantha,4
157351,115150,Emanuel,0
157351,10860,Linda,1
157351,658,Dennis,2
157351,1518,Janice,3
157351,22125,Arthur,4
18269,24965,Scamp (speaking) (voice),0
18269,24967,Angel (speaking) (voice),1
18269,9046,Buster (speaking) (voice),2
18269,34982,Tramp / Jock the Scottish Terrier / Trusty / Dogcatcher (voice),3
18269,63978,Lady (voice),4
87516,16851,Joe Doucett,0
87516,550843,Marie Sebastian,1
87516,2231,Chaney,2
87516,82191,Adrian Pryce,3
87516,129101,Daniel Newcombe,4
25866,37131,Antoine Maréchal,0
25866,11187,Leopold Saroyan,1
25866,22312,Mickey,2
25866,53660,Lino,3
25866,108089,Gina,4
109443,23659,Ron Burgundy,0
109443,4495,Brick Tamland,1
109443,22226,Brian Fantana,2
109443,18979,Veronica Corningstone,3
109443,28638,Champ Kind,4
110415,16828,Curtis Everett,0
110415,20738,Namgoong Minsu,1
110415,228,Minister Wilford,2
110415,5049,Gilliam,3
110415,3063,Minister Mason,4
166271,17140,Lisa,0
166271,230,The Pale Man,1
166271,5892,Olivia's Father,2
166271,1043834,Edgar,3
166271,12978,Bruce,4
180894,78110,Casey,0
180894,1102621,General Tsung,1
180894,65198,Nakabara,2
180894,833798,Myat,3
180894,227615,Namika,4
86331,1016071,Cécile,0
86331,1016073,Alice,1
86331,933178,Matt,2
86331,933179,Chance,3
86331,96928,Manu,4
82679,191228,Wren,0
82679,1148130,Albert,1
82679,151254,Joy,2
82679,928532,Keevin,3
82679,530618,April,4
91551,1333,Dr. Adrian King,0
91551,25663,Donald Clarke,1
91551,73288,James Clarke,2
91551,21676,Renata Clarke,3
91551,112824,Shelly,4
79113,150587,Jules Daly,0
79113,209326,Ashton Prince of Castlebury,1
79113,10222,Edward Duke of Castlebury,2
79113,42216,Lady Arabella Marchand du Belmont,3
79113,1374336,Maddie Huntington,4
233063,25409,Zeki Müller,0
233063,17067,Lisi Schnabelstedt,1
233063,1874,Direktorin Gudrun,2
233063,20259,Charlie,3
233063,47785,Caro,4
169881,30319,Rob Cole,0
169881,2282,Ibn Sina,1
169881,1640,Barber,2
169881,15533,Shah Ala ad-Daula,3
169881,1078568,Rebecca,4
119278,1069630,Ashley,0
119278,453588,Proxy,1
119278,168349,Binder,2
119278,45566,Professor Clayton,4
119278,65827,Diamond,5
64807,380,Billy 'The Kid' McDonnen,0
64807,16483,Henry 'Razor' Sharp,1
64807,1903,Lightning,2
64807,19498,B.J. Rose,3
64807,55638,"Dante Slate, Jr.",4
209504,7218,Catherine,1
209504,1192976,Mary Death,2
209504,1042516,Jack LeMans,3
209504,21132,Jimbo,4
209504,2048,Van Sterling,5
195269,151043,Nick Malloy,0
195269,28004,Heller,1
195269,111920,Sarah Malloy,2
195269,169747,Detective Sykes,3
195269,558343,Tommy Weaver,4
115283,36801,Carter,0
115283,28633,Hugh,1
115283,11514,Melissa,2
115283,56322,Sondra,3
115283,17628,Lauren Stinger,4
227348,1746117,Jesse Arista,0
227348,1105711,Arturo,1
227348,1116973,Oscar Hernandez,2
227348,18300,Carlos,3
227348,188347,Hector,4
152603,91606,Adam,0
152603,3063,Eve,1
152603,76070,Ava,2
152603,5049,Marlowe,3
152603,21028,Ian,4
191714,76793,Saajan Fernandes,0
191714,1077932,Ila,1
191714,85047,Shaikh,2
191714,933391,Mr. Shroff,3
191714,587092,Mrs. Deshpande,4
124623,34947,Himself,0
124623,12077,Himself,1
124623,81668,Herself,2
124623,31531,Himself,3
124623,23679,Himself,4
245775,145121,Yves Saint Laurent,0
245775,6554,Pierre Bergé,1
245775,54024,Karl Lagerfeld,2
245775,1021684,Victoire Doutreleau,3
245775,133091,Jacques De Bascher,4
126963,90496,Son Goku / Son Gohan / Son Goten / Gotenks,0
126963,85286,Piccolo,1
126963,20664,Bills,3
126963,78402,Whis,4
126963,1024388,Oracle Fish,5
153158,84714,Eusebio (voice),0
153158,1182533,Grosso (voice),1
153158,93648,Capi (voice),2
153158,938781,Intendente (voice),3
153158,1182534,Amadeo (voice),4
243531,32597,Robert,0
243531,56857,Sam,1
243531,48980,Det. Dorian,3
243531,1008235,Kirill,4
243531,74499,Vadim,5
177945,127891,Ryota Nonomiya,0
177945,592147,Yukari Saiki,1
177945,123739,Yudai Saiki,2
177945,20705,Midori Nonomiya,3
177945,2541,Kazushi Kamiyama,4
127560,225692,Young Eric,0
127560,5472,Eric,1
127560,1640,Finlay,2
127560,201391,Sutton,3
127560,2227,Patti,4
118289,3489,Princess Diana,0
118289,5471,Hasnat Khan,1
118289,281527,Patrick Jephson,2
118289,80149,Paul Burrell,3
118289,531772,Police Officer,4
159128,32029,Frank Parker,0
159128,75330,Iris Parker,1
159128,936970,Rose Parker,2
159128,2536,Doc Barrow,3
159128,986808,Deputy Anders,4
190880,6554,Guillaume,0
190880,9765,Babou,1
190880,55805,Le Père,2
190880,9824,Ingeborg,3
190880,130448,Paqui,4
206408,17497,Xavier Rousseau,0
206408,2405,Martine,1
206408,17522,Isabelle,2
206408,17521,Wendy,3
206408,65345,Ju,4
176068,55899,David,0
176068,116088,Teddy,1
176068,589098,Jill,2
176068,209511,Melanie,3
176068,962382,Allison (as Suzanne McCloskey),4
113594,141775,Ella,0
113594,1141501,Ricky,1
113594,52327,Sammy (as Johnny Wesley),2
113594,65640,Ray (as Thomas Lee),3
113594,59784,Big D / Maurice Penguin (as Dennis O'Connor),4
168530,9778,James,0
168530,55638,Ben Barber,1
168530,5723,Santiago,2
168530,14888,Lt. Brooks,3
168530,110742,Angela,4
137094,62064,Jack Ryan,0
137094,116,Cathy Muller,1
137094,1269,William Harper,2
137094,11181,Viktor Cherevin,3
137094,12766,Constantin,4
157350,94185,"Beatrice ""Tris"" Prior",0
157350,587020,"Tobias ""Four"" Eaton",1
157350,204,Jeanine Matthews,2
157350,996701,Peter Hayes,3
157350,56614,Marcus Eaton,4
6418,17881,Jack Whitman,0
6418,524,Jack's Girlfriend,1
6418,5301,Security,2
6418,130324,Waiter,3
240916,2231,Clinton Davis,0
240916,55470,Mitch Brockden,1
240916,59313,Rachel Brockden,2
240916,21369,Detective Blake Kanon,3
240916,77164,Jimmy Logan,4
221667,16790,Yves Saint Laurent,0
221667,51325,Pierre Bergé,1
221667,121529,Loulou de la Falaise,2
221667,16269,Jacques de Bascher,3
221667,20577,Anne-Marie Munoz,4
159037,53480,Himself,0
159037,1266030,,1
159037,1266031,,2
159037,1266034,Himself,3
159037,1266035,Himself,4
102207,4275,Dan Geraldo,0
102207,2408,Pablito Camaron,1
102207,84100,Hermoso,2
102207,2192,Général Pochero,3
102207,41526,Caporal,4
79316,17270,Samantha McCall,0
79316,70303,Zach McCall,1
79316,36221,Father Thomas,2
79316,96018,Mason,3
79316,92877,Tina,4
84178,7517,Sarah,0
84178,25703,Lou,1
84178,88597,Derek,2
84178,221944,Abbie,3
84178,1191822,Henry,4
159932,6807,John Moon,0
159932,3905,Pitt,1
159932,2954,Simon,2
159932,17521,Moira,4
159932,15854,Cecile,5
56906,111518,Scott,0
56906,51682,Brian,1
56906,188370,Chris,2
56906,94792,Natalie,3
56906,33297,Johnny,4
156965,79087,Abby,0
156965,74537,Sam Bennet,1
156965,169044,Justin,2
156965,164199,Kate Abelman,3
156965,27260,Woman #3,5
11188,11953,Siegfried,0
11188,3128,Kriemhild,2
11188,6104,Hagen,3
11188,54447,Gunther,4
11188,2201,Eyvind,5
217993,11705,Diana Prince / Wonder Woman (voice),0
217993,21088,Clark Kent / Superman (voice),1
217993,1328,Shazam (voice),2
217993,50266,Victor Stone / Cyborg (voice),3
217993,53761,Barry Allen / The Flash (voice),4
126319,1171904,La Grise (voice),0
126319,2192,Ernest (voice),1
126319,1096265,Célestine (voice),2
126319,46475,Georges (voice),3
126319,1171905,Lucienne (voice),4
207769,15854,Thomas,0
207769,109156,Anna Roland,1
207769,101416,James,2
207769,1264845,Patient 14,3
207769,53971,Callie,4
173185,118178,Alice Lantins,0
173185,145121,Balthazar Apfel,1
173185,17500,Vincent Khan,2
173185,1073338,Lise Duchêne,3
173185,48576,Luc Apfel,4
100241,6383,Adam,0
100241,63312,Terra,1
100241,2440,Naberius,2
100241,224181,Gideon,3
100241,502,Leonore,4
157099,59315,Elizabeth Roberts,0
157099,11705,Kara Varney,1
157099,6807,Douglas Varney,2
157099,11477,,3
157099,6352,,4
181886,131,Adam Bell / Anthony Claire,0
181886,19119,Mary,1
181886,190895,Helen Claire,2
181886,6588,Adam's Mother,3
181886,5925,Carl,4
171540,164,Miki,0
171540,25087,Man on horse,1
171540,95561,Gidi,2
171540,235132,Tsvika,3
171540,8793,Meir,4
186992,1071606,Franck,0
186992,1174337,Michel,1
186992,1174338,Henri,2
186992,1174339,Inspecteur Damroder,3
186992,1161477,Éric,4
130150,16851,Frank Chambers,0
130150,204,Adele Wheeler,1
130150,117885,Henry Wheeler,2
130150,2219,Older Henry Wheeler,3
130150,995198,Young Frank Chambers,4
184352,143593,Tom,0
184352,991982,Francis,1
184352,130928,Agathe,2
184352,461309,Sara,3
184352,96592,Barman,4
100898,1026090,Pim,0
100898,1026091,Gino,1
100898,228589,Yvette,2
100898,1026092,Zoltan,3
100898,218933,Etienne,4
15359,41292,Wonder Woman (voice),0
15359,51797,Col. Steve Trevor (voice),1
15359,658,Ares (voice),2
15359,5916,Artemis (voice),3
15359,12519,Hippolyta (voice),4
236399,69122,Corrine Dollanganger,0
236399,9560,Olivia Foxworth,1
236399,934289,Catherine 'Cathy' Dollanganger,2
236399,1271473,"Christopher 'Chris' Dollanganger, Jr.",3
236399,142206,Bartholomew 'Bart' Winslow,4
21435,35137,Nathalie Morin,0
21435,21175,Jean-Claude Dus,1
21435,64913,Gigi,2
21435,28781,Jérôme Tarayre,3
21435,21171,Bernard Morin,4
157841,1043693,T.S. Spivet,0
157841,1283,Dr. Clair,1
157841,351,G.H. Jibsen,2
157841,540,Father,3
157841,51042,Gracie,4
59118,14606,Franck Adrien,0
59118,38863,Claire Linné,1
59118,16374,Jean-Louis Maurel,2
59118,59826,Christine Maurel,3
59118,16972,Manuel Carrega,4
177888,973385,Brady,0
177888,992366,McKenzie,1
177888,519735,Lela,2
177888,1031685,Tanner,3
177888,1094568,Butchy,4
152760,1892,James Granger,0
152760,112,Claire Simone,1
152760,1461,Frank Stokes,2
152760,1532,Richard Campbell,3
152760,1230,Walter Garfield,4
137106,73457,Emmet Brickowski (voice),0
137106,23659,Lord Business / President Business / The Man Upstairs (voice),1
137106,9281,Wyldstyle / Lucy (voice),2
137106,21200,Batman / Bruce Wayne (voice),3
137106,17039,Metal Beard (voice),4
97020,92404,RoboCop,0
97020,64,Norton,1
97020,2232,Raymond Sellars,2
97020,37260,Ellen Murphy,3
97020,17183,Maddox,4
209247,6856,Crunch Calhoun,0
209247,2876,Nicky Calhoun,1
209247,449,Francie,2
209247,6074,'Uncle' Paddy MacCarthy,3
209247,1217648,Guy de Cornet,4
249397,4273,Joe,0
249397,1640,Seligman,1
249397,10959,Jerôme,2
249397,5293,L,3
249397,1137823,Young Joe,4
83564,929800,Bambino (voice),0
83564,1260745,Papà (voice),1
83564,1291314,Nonno (voice),2
219318,54324,Valérie,0
219318,81125,Ezechiel,1
219318,1187236,Cécile,2
219318,3730,Tonton Roger,4
219318,1288142,Amie de Cécile,5
74461,22970,Hung,0
